director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
JamesGray,CharlizeTheron,EllenBurstyn,FayeDunaway,"crime,drama,romance,thriller",The Yards,"CharlizeTheron EllenBurstyn FayeDunaway JamesGray crime,drama,romance,thriller bestfriend,corruption,falltodeath,femalenudity,friend"
MatthewDiamond,ChazzPalminteri,GarrettClayton,ToniBraxton,"adventure,family,fantasy,musical",The Oogieloves in the Big Balloon Adventure,"ChazzPalminteri GarrettClayton ToniBraxton MatthewDiamond adventure,family,fantasy,musical balloon,birthday,boxofficeflop,criticallybashed"
AngelinaJoliePitt,BradPitt,AngelinaJoliePitt,MelvilPoupaud,"drama,romance",By the Sea,"BradPitt AngelinaJoliePitt MelvilPoupaud AngelinaJoliePitt drama,romance cheatingwife,cigarettesmoking,maleinshower,malenudity,malerearnudity"
KatsuhiroÔtomo,WilliamHootkins,RobinAtkinDownes,RosalindAyres,"action,adventure,animation,family,sci-fi,thriller",Steamboy,"WilliamHootkins RobinAtkinDownes RosalindAyres KatsuhiroÔtomo action,adventure,animation,family,sci-fi,thriller 19thcentury,ball,boy,inventor,steam"
DavidAnspaugh,GerardButler,CostasMandylor,JimmyJean-Louis,"drama,history,sport",The Game of Their Lives,"GerardButler CostasMandylor JimmyJean-Louis DavidAnspaugh drama,history,sport 1950s,brazil,soccer,soccermovie,worldcup"
AndrewJarecki,RyanGosling,KirstenDunst,FrankLangella,"crime,drama,mystery,romance,thriller",All Good Things,"RyanGosling KirstenDunst FrankLangella AndrewJarecki crime,drama,mystery,romance,thriller familybusiness,friend,murder,newyorkcity,trial"
KevinReynolds,EsaiMorales,JasonScottLee,SandrineHolt,"action,adventure,drama,history,romance",Rapa Nui,"EsaiMorales JasonScottLee SandrineHolt KevinReynolds action,adventure,drama,history,romance easterisland,locationintitle,statue,toplessfemalenudity,twowordtitle"
StephenChow,JiaoXu,YuqiZhang,ChiChungLam,"comedy,family,sci-fi",CJ7,"JiaoXu YuqiZhang ChiChungLam StephenChow comedy,family,sci-fi fathersonrelationship,miracle,school,ufo,writtenanddirectedbycastmember"
Jean-MariePoiré,ChristianClavier,PhilippeNahon,Marie-AnneChazel,"comedy,family,fantasy,sci-fi",Les couloirs du temps: Les visiteurs II,"ChristianClavier PhilippeNahon Marie-AnneChazel Jean-MariePoiré comedy,family,fantasy,sci-fi jewel,knight,magicalpotion,sequel,timetravelcomedy"
KevinMunroe,MarcoSt.John,LauraSpencer,AnitaBriem,"action,comedy,crime,fantasy,horror,mystery,sci-fi,thriller",Dylan Dog: Dead of Night,"MarcoSt.John LauraSpencer AnitaBriem KevinMunroe action,comedy,crime,fantasy,horror,mystery,sci-fi,thriller closeupofeyes,monster,quirkiness,supernatural,vomiting"
DanielAlgrant,AlPacino,RichardSchiff,MarkWebber,"crime,drama,mystery",People I Know,"AlPacino RichardSchiff MarkWebber DanielAlgrant crime,drama,mystery actor,client,newyork,protection,scandal"
unknown,PeterVaughan,GeorgeCoulouris,EwenSolon,"drama,family",The Doombolt Chase,"PeterVaughan GeorgeCoulouris EwenSolon unknown drama,family unknown"
JulieTaymor,DjimonHounsou,ReeveCarney,TomConti,"comedy,drama,fantasy,romance",The Tempest,"DjimonHounsou ReeveCarney TomConti JulieTaymor comedy,drama,fantasy,romance banishment,sorcery,spirit,staff,stormatsea"
AlejandroAmenábar,EmmaWatson,AaronAshmore,JulianRichings,"crime,drama,mystery,thriller",Regression,"EmmaWatson AaronAshmore JulianRichings AlejandroAmenábar crime,drama,mystery,thriller inspiredbytrueevents,memory,minnesota,police,year1990"
JaneClark,NecarZadegan,TraciDinwiddie,EleaOberon,"romance,short",The Touch,"NecarZadegan TraciDinwiddie EleaOberon JaneClark romance,short lesbian,parisfrance,periodpiece,poem,poetess"
DanielLee,AndyLau,SammoKam-BoHung,AndyOn,"action,drama,history,war",Three Kingdoms: Resurrection of the Dragon,"AndyLau SammoKam-BoHung AndyOn DanielLee action,drama,history,war artofwar,china,civilwar,femalewarrior,musician"
MikeBarker,GerardButler,NicholasLea,CallumRennie,"crime,drama,thriller",Shattered,"GerardButler NicholasLea CallumRennie MikeBarker crime,drama,thriller daughter,gun,nanny,sociopath,suburb"
WayneThornley,LeonardNimoy,PhilLaMarr,NoureenDeWulf,"adventure,animation,comedy,family",Zambezia,"LeonardNimoy PhilLaMarr NoureenDeWulf WayneThornley adventure,animation,comedy,family bird,citynameintitle,falcon,onewordtitle,placenameintitle"
GnanaRajasekaran,ManiBharathi,MichaelLieber,KevinMcGowan,"biography,drama,history",Ramanujan,"ManiBharathi MichaelLieber KevinMcGowan GnanaRajasekaran biography,drama,history ramanujan"
TomWalsh,JoeyD.Vieira,MaggieWheeler,JacquelineLovell,animation,Dwegons and Leprechauns,JoeyD.Vieira MaggieWheeler JacquelineLovell TomWalsh animation dwegons
JonathanJakubowicz,RobertDeNiro,JurneeSmollett-Bell,EdgarRamírez,"action,biography,drama,sport",Hands of Stone,"RobertDeNiro JurneeSmollett-Bell EdgarRamírez JonathanJakubowicz action,biography,drama,sport boxer,boxing,threewordtitle"
JamesMcTeigue,MillaJovovich,RogerRees,RobertForster,"action,crime,thriller",Survivor,"MillaJovovich RogerRees RobertForster JamesMcTeigue action,crime,thriller cigarettelighter,death,fire,ontherun,terrorist"
ScottWalker,NicolasCage,RadhaMitchell,JodiLynO'Keefe,"crime,drama,mystery,thriller",The Frozen Ground,"NicolasCage RadhaMitchell JodiLynO'Keefe ScottWalker crime,drama,mystery,thriller anchoragealaska,basedontruestory,poledancer,serialkiller,stripclub"
JohnCurran,TobyJones,SallyHawkins,AlanDavid,"drama,romance",The Painted Veil,"TobyJones SallyHawkins AlanDavid JohnCurran drama,romance china,cholera,epidemic,love,marriage"
UliEdel,MoritzBleibtreu,AlexandraMariaLara,MartinaGedeck,"action,biography,crime,drama",The Baader Meinhof Complex,"MoritzBleibtreu AlexandraMariaLara MartinaGedeck UliEdel action,biography,crime,drama bonngermany,failedkidnapping,handcuffs,projectile,terrorist"
KevinCostner,MaryMcDonnell,MichaelSpears,MauryChaykin,"adventure,drama,western",Dances with Wolves,"MaryMcDonnell MichaelSpears MauryChaykin KevinCostner adventure,drama,western friendship,frontier,honor,outpost,soldier"
JakeKasdan,JustinTimberlake,JohnMichaelHiggins,PhyllisSmith,comedy,Bad Teacher,"JustinTimberlake JohnMichaelHiggins PhyllisSmith JakeKasdan comedy boobjob,breastenlargement,breastsurgery,cheatingonatest,ejaculation"
HaroldBecker,AlPacino,MichaelO'Neill,EllenBarkin,"crime,drama,mystery,thriller",Sea of Love,"AlPacino MichaelO'Neill EllenBarkin HaroldBecker crime,drama,mystery,thriller detective,love,single,suspect,titlefromsong"
MarkRosman,DanByrd,LinShaye,JulieGonzalo,"comedy,family,romance",A Cinderella Story,"DanByrd LinShaye JulieGonzalo MarkRosman comedy,family,romance cinderellastory,correspondence,evilstepmother,femaleprotagonist,teenagegirl"
WesCraven,DavidArquette,W.EarlBrown,RogerJackson,"horror,mystery",Scream,"DavidArquette W.EarlBrown RogerJackson WesCraven horror,mystery mask,mysterykiller,slasher,teenagegirl,telephone"
SteveBeck,ShannonElizabeth,EmbethDavidtz,F.MurrayAbraham,horror,Thir13en Ghosts,"ShannonElizabeth EmbethDavidtz F.MurrayAbraham SteveBeck horror collector,ghost,ghosthunter,glasshouse,machine"
StanleyKubrick,ScatmanCrothers,ShelleyDuvall,JoeTurkel,"drama,horror",The Shining,"ScatmanCrothers ShelleyDuvall JoeTurkel StanleyKubrick drama,horror breakingdownadoor,hauntedhotel,identicaltwins,labyrinth,twinsisters"
RobertZemeckis,LeaThompson,ThomasF.Wilson,J.J.Cohen,"adventure,comedy,sci-fi",Back to the Future,"LeaThompson ThomasF.Wilson J.J.Cohen RobertZemeckis adventure,comedy,sci-fi clocktower,delorean,future,timetravel,timetravelcomedy"
WilliamMalone,JeffreyCombs,PeterGallagher,BridgetteWilson-Sampras,"horror,mystery,thriller",House on Haunted Hill,"JeffreyCombs PeterGallagher BridgetteWilson-Sampras WilliamMalone horror,mystery,thriller billionaire,corpse,eccentric,hauntedhospital,hauntedhouse"
TylerPerry,EricMendenhall,MaryJ.Blige,HopeOlaideWilson,"comedy,drama",I Can Do Bad All by Myself,"EricMendenhall MaryJ.Blige HopeOlaideWilson TylerPerry comedy,drama aunt,immigrant,looting,love,nightclubsinger"
RobHawk,KariJ.Kramer,ErinO'Brien,CabrinaCollesides,"action,drama",Fight Valley,"KariJ.Kramer ErinO'Brien CabrinaCollesides RobHawk action,drama unknown"
JoshGordon,CarolineDhavernas,ScottElrod,KelliBarrett,"comedy,drama,romance",The Switch,"CarolineDhavernas ScottElrod KelliBarrett JoshGordon comedy,drama,romance artificialinsemination,bestfriend,newyorkcity,sperm,spermdonor"
ShawnLevy,TaranKillam,DavidAgranov,DavidMoscow,"comedy,romance",Just Married,"TaranKillam DavidAgranov DavidMoscow ShawnLevy comedy,romance fall,honeymoon,love,marriage,newlywed"
LeeTamahori,MemFerda,DominicCooper,LudivineSagnier,"biography,drama,thriller",The Devil's Double,"MemFerda DominicCooper LudivineSagnier LeeTamahori biography,drama,thriller betrayal,debauchery,lust,palace,saddamhussein"
unknown,Nicole'Snooki'Polizzi,Jenni'Jwoww'Farley,Paul'PaulyD'DelVecchio,"comedy,drama,reality-tv,romance","Gone, Baby, Gone","Nicole'Snooki'Polizzi Jenni'Jwoww'Farley Paul'PaulyD'DelVecchio unknown comedy,drama,reality-tv,romance lifestyle"
BrittAllcroft,MaraWilson,ColmFeore,PeterFonda,"adventure,comedy,drama,family,fantasy",Thomas and the Magic Railroad,"MaraWilson ColmFeore PeterFonda BrittAllcroft adventure,comedy,drama,family,fantasy locomotive,magic,mountain,railroad,steamlocomotive"
BreckEisner,RadhaMitchell,GlennMorshower,JohnAylward,"horror,thriller",The Crazies,"RadhaMitchell GlennMorshower JohnAylward BreckEisner horror,thriller deputy,iowa,ruralsetting,sheriff,survival"
HayaoMiyazaki,BuntaSugawara,RyûnosukeKamiki,MiyuIrino,"adventure,animation,family,fantasy",Spirited Away,"BuntaSugawara RyûnosukeKamiki MiyuIrino HayaoMiyazaki adventure,animation,family,fantasy anime,bathhouse,pig,spirit,work"
AlanYuen,AndyLau,MichaelWong,TerenceYin,"action,crime,thriller",Firestorm,"AndyLau MichaelWong TerenceYin AlanYuen action,crime,thriller diehardscenario,gunfight,hongkongpolice,policeescortattacked,shootout"
RogerDonaldson,LiamNeeson,AnthonyHopkins,LaurenceOlivier,"action,adventure,drama,history,romance",The Bounty,"LiamNeeson AnthonyHopkins LaurenceOlivier RogerDonaldson action,adventure,drama,history,romance lieutenant,lifeboat,mutiny,sailingship,ship"
BrianPercival,EmilyWatson,SophieNélisse,RogerAllam,"drama,war",The Book Thief,"EmilyWatson SophieNélisse RogerAllam BrianPercival drama,war basement,book,girl,library,track"
SeanAnders,KatrinaBowden,MichaelCudlitz,AliceGreczyn,"adventure,comedy,romance",Sex Drive,"KatrinaBowden MichaelCudlitz AliceGreczyn SeanAnders adventure,comedy,romance amish,friend,friendship,highschool,virgin"
AnandTucker,AdamScott,KaitlinOlson,DominiqueMcElligott,"comedy,romance",Leap Year,"AdamScott KaitlinOlson DominiqueMcElligott AnandTucker comedy,romance ireland,irish,journey,tradition,travel"
AnthonyMann,JamesMason,MelFerrer,StephenBoyd,"drama,history,war",The Fall of the Roman Empire,"JamesMason MelFerrer StephenBoyd AnthonyMann drama,history,war 2ndcentury,emperor,europeanhistory,looselybasedonhistoricalevents,romanempire"
MichaelDowse,TopherGrace,MichaelBiehn,DanFogler,"comedy,drama,romance",Take Me Home Tonight,"TopherGrace MichaelBiehn DanFogler MichaelDowse comedy,drama,romance friend,night,party,sexscene,sister"
DanielBarnz,HollyHunter,RosiePerez,DanteBrown,drama,Won't Back Down,"HollyHunter RosiePerez DanteBrown DanielBarnz drama children,innercity,parent,school,teacher"
EmileArdolino,DarciKistler,KyraNichols,MargaretTracey,"family,fantasy,music",The Nutcracker,"DarciKistler KyraNichols MargaretTracey EmileArdolino family,fantasy,music christmas,liftingfemaleinair,liftingmaleinair,liftingsomeoneintotheair,littlegirl"
RobertAltman,SteveBuscemi,JenniferJasonLeigh,MirandaRichardson,"crime,drama,music,thriller",Kansas City,"SteveBuscemi JenniferJasonLeigh MirandaRichardson RobertAltman crime,drama,music,thriller 1930s,election,femalefrontalnudity,kansascity,politician"
JamesSchamus,LoganLerman,SarahGadon,TracyLetts,drama,Indignation,LoganLerman SarahGadon TracyLetts JamesSchamus drama basedonnovel
AndrewDouglas,JimmyBennett,ChloëGraceMoretz,RyanReynolds,"drama,horror,mystery,thriller",The Amityville Horror,"JimmyBennett ChloëGraceMoretz RyanReynolds AndrewDouglas drama,horror,mystery,thriller ghost,hauntedhouse,murder,nightmare,priest"
SpikeJonze,NicolasCage,MerylStreep,RogerWillie,"comedy,drama",Adaptation.,"NicolasCage MerylStreep RogerWillie SpikeJonze comedy,drama book,orchid,screenwriter,thief,twin"
GeorgeA.Romero,TonyNappo,ShawnRoberts,PedroMiguelArce,horror,Land of the Dead,"TonyNappo ShawnRoberts PedroMiguelArce GeorgeA.Romero horror apocalypse,mercenary,skyscraper,urbansetting,zombieapocalypse"
DannyPang,LouisKoo,AngelicaLee,ChingWanLau,action,Out of Inferno,LouisKoo AngelicaLee ChingWanLau DannyPang action unknown
TerryGilliam,JohnnyDepp,MichaelJeter,EllenBarkin,"adventure,comedy,drama",Fear and Loathing in Las Vegas,"JohnnyDepp MichaelJeter EllenBarkin TerryGilliam adventure,comedy,drama americandream,convertible,drugs,journalist,lawyer"
RickyGervais,JenniferGarner,TinaFey,MartinStarr,"comedy,fantasy,romance",The Invention of Lying,"JenniferGarner TinaFey MartinStarr RickyGervais comedy,fantasy,romance genetics,heaven,lie,screenwriter,truth"
NicholasStoller,CraigRoberts,CarlaGallo,IkeBarinholtz,comedy,Neighbors,"CraigRoberts CarlaGallo IkeBarinholtz NicholasStoller comedy brokenleg,friendship,jewish,toplessfemalenudity,urination"
ChuckRussell,PeterGreene,AmyYasbeck,RegE.Cathey,"action,comedy,crime,fantasy",The Mask,"PeterGreene AmyYasbeck RegE.Cathey ChuckRussell action,comedy,crime,fantasy bank,bankclerk,gangster,loki,mask"
PennyMarshall,TomHanks,JonLovitz,JohnHeard,"comedy,drama,family,fantasy,romance",Big,"TomHanks JonLovitz JohnHeard PennyMarshall comedy,drama,family,fantasy,romance friend,job,newyorkcity,toy,wish"
LarryCharles,Luenell,KenDavitian,Chester,comedy,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"Luenell KenDavitian Chester LarryCharles comedy california,city,kazakhstan,travel,tvreporter"
RobertLuketic,LindaCardellini,RaquelWelch,AlannaUbach,"comedy,romance",Legally Blonde,"LindaCardellini RaquelWelch AlannaUbach RobertLuketic comedy,romance blonde,harvard,law,lawschool,sorority"
LeonardNimoy,LeonardNimoy,NichelleNichols,WalterKoenig,"action,adventure,sci-fi",Star Trek III: The Search for Spock,"LeonardNimoy NichelleNichols WalterKoenig LeonardNimoy action,adventure,sci-fi dyingplanet,planet,regainingone'smemory,sacrifice,stabbedtodeath"
ScottDerrickson,TomWilkinson,ColmFeore,JRBourne,"drama,horror,thriller",The Exorcism of Emily Rose,"TomWilkinson ColmFeore JRBourne ScottDerrickson drama,horror,thriller death,demonicpossession,exorcism,lawyer,priest"
MikeMitchell,AmyPoehler,EddieGriffin,BreeTurner,"comedy,romance",Deuce Bigalow: Male Gigolo,"AmyPoehler EddieGriffin BreeTurner MikeMitchell comedy,romance aquarium,fish,fishtank,gigolo,norwegian"
ThomasBezucha,CraigT.Nelson,PaulSchneider,TyroneGiordano,"comedy,drama,romance",The Family Stone,"CraigT.Nelson PaulSchneider TyroneGiordano ThomasBezucha comedy,drama,romance christmas,cruelty,ring,secret,tension"
KevinRodneySullivan,HarryLennix,SeanPatrickThomas,KenanThompson,"comedy,drama",Barbershop 2: Back in Business,"HarryLennix SeanPatrickThomas KenanThompson KevinRodneySullivan comedy,drama barbecue,barbershop,blaxploitation,marriage,politics"
TerryZwigoff,BernieMac,TonyCox,AlexBorstein,"comedy,crime,drama",Bad Santa,"BernieMac TonyCox AlexBorstein TerryZwigoff comedy,crime,drama bartender,christmas,christmaseve,departmentstore,drink"
JayRoach,WillFerrell,CharlesNapier,RobertWagner,"comedy,crime",Austin Powers: International Man of Mystery,"WillFerrell CharlesNapier RobertWagner JayRoach comedy,crime cartoonontv,referencetofrankenstein,referencetojimihendrix,sceneduringendcredits,surrealism"
KirkJones,NiaVardalos,LouisMandylor,JoeyFatone,"comedy,family,romance",My Big Fat Greek Wedding 2,"NiaVardalos LouisMandylor JoeyFatone KirkJones comedy,family,romance familyrestaurant,greek,remarriage,suburb,wedding"
DavidBowers,ZacharyGordon,RachaelHarris,FranKranz,"comedy,family",Diary of a Wimpy Kid: Rodrick Rules,"ZacharyGordon RachaelHarris FranKranz DavidBowers comedy,family brother,middleschool,noopeningcredits,photograph,school"
JohnMcTiernan,ShaneBlack,BillDuke,CarlWeathers,"action,horror,sci-fi",Predator,"ShaneBlack BillDuke CarlWeathers JohnMcTiernan action,horror,sci-fi boxofficehit,commando,deathoffriend,jungle,severedarm"
MilosForman,JeffreyJones,F.MurrayAbraham,TomHulce,"biography,drama,history,music",Amadeus,"JeffreyJones F.MurrayAbraham TomHulce MilosForman biography,drama,history,music 1800s,classicalcomposer,composer,firstpersonnarration,opera"
NelsonMcCormick,Ming-NaWen,ScottPorter,CollinsPennie,"horror,mystery",Prom Night,"Ming-NaWen ScottPorter CollinsPennie NelsonMcCormick horror,mystery friend,hotel,killer,murder,prom"
MarkWaters,TinaFey,AmyPoehler,NeilFlynn,comedy,Mean Girls,"TinaFey AmyPoehler NeilFlynn MarkWaters comedy bully,clique,highschool,highschoolgirl,secret"
AudreyWells,RaoulBova,LindsayDuncan,MarioMonicelli,"comedy,drama,romance",Under the Tuscan Sun,"RaoulBova LindsayDuncan MarioMonicelli AudreyWells comedy,drama,romance author,book,vacation,villa,writer"
RobertAltman,KristinScottThomas,BobBalaban,TomHollander,"drama,mystery",Gosford Park,"KristinScottThomas BobBalaban TomHollander RobertAltman drama,mystery countryhouse,murder,producer,servant,shootingparty"
unknown,PeterGallagher,MelindaClarke,TateDonovan,"comedy,drama,romance",The O.C.,"PeterGallagher MelindaClarke TateDonovan unknown comedy,drama,romance california,lawyer,love,orangecountycalifornia,wealth"
FrancisFordCoppola,NicolasCage,KathleenTurner,JoanAllen,"comedy,drama,fantasy,romance",Peggy Sue Got Married,"NicolasCage KathleenTurner JoanAllen FrancisFordCoppola comedy,drama,fantasy,romance alternatehistory,alternatetimeline,divorce,highschool,reunion"
AlejandroG.Iñárritu,EmmaStone,NaomiWatts,MerrittWever,"comedy,drama,romance",Birdman or (The Unexpected Virtue of Ignorance),"EmmaStone NaomiWatts MerrittWever AlejandroG.Iñárritu comedy,drama,romance actor,artist,broadwayplay,replacement,stage"
WoodyAllen,SallyHawkins,CharlieTahan,AndrewDiceClay,drama,Blue Jasmine,"SallyHawkins CharlieTahan AndrewDiceClay WoodyAllen drama congenitalliar,mentalbreakdown,selfdeception,snob,talkingtooneself"
PaulGreengrass,ChristianClemenson,DavidAlanBasche,SusanBlommaert,"drama,history,thriller",United 93,"ChristianClemenson DavidAlanBasche SusanBlommaert PaulGreengrass drama,history,thriller flight,passenger,plane,september112001,terrorist"
BilleWoodruff,ChristianMonzon,MekhiPhifer,RomeoMiller,"drama,music,romance",Honey,"ChristianMonzon MekhiPhifer RomeoMiller BilleWoodruff drama,music,romance choreographer,dance,dancer,dancing,hiphop"
